Police;MontantAvoir
1000914396;0
1000914397;0
1000914398;0
1000914402;0
1000914403;0
1000914404;0
1000914405;0
1000914406;0
1000914407;0
1000914408;79
1000914409;0
1000914410;0
1000914411;66
1000914413;0
1000914415;86
1000914416;0
1000914418;0
1000914419;0
1000914420;0
1000914424;0
1000914425;34
1000914427;0
1000914428;19
1001011527;0
1001011529;0
1001011530;5
1001011531;9
1001011532;7
1001011533;7
1001011534;0
1001011539;0
1001011540;0
1001011541;0
1001011542;0
1001011543;17
1001011544;0
1001011545;0
1001011546;0
1001011547;0
1001011548;8
1001011549;33
1001011551;0
1001011552;0
1001011554;0
1001011555;0
1001011556;0
1001011557;0
1001011558;156
1001011559;0
1001011561;0
1001011562;0
1001011570;28
1001011664;16
1001012553;0
1001012558;64
1001012559;0
1001012560;0
1001012561;23
1001012562;0
1001012563;41
1001012564;0
1001012565;0
1001012566;0
1001012567;0
1001012568;116
1001012569;12
1001012570;0
1001012571;66
1001012572;0
1001012573;45
1001012574;0
1001012575;0
1001012577;0
1001012578;0
1001012579;17
1001012581;0
1001012582;0
1001012585;124
1001012587;0
1001012589;0
1001012590;0
1001012591;0
1001012592;60
1001012593;0
1001012594;0
1001012595;0
1001012596;74
1001012598;0
1001012599;33
1001012601;0
1001012602;0
1001012603;0
1001012604;56
1001012605;18
1001012606;0
1001012607;0
1001012608;0
1001012610;24
1001012611;0
1001012612;0
1001012613;0
1001012614;31
1001012615;26
1001012616;664
1001012863;0
1001012865;199
1001012879;0
1001013719;0
1001013721;0
1001013722;680
1001013725;0
1001013726;0
1001013727;0
1001013728;4
1001013730;0
1001013731;0
1001013733;0
1001013734;10
1001013736;53
1001013737;47
1001013738;0
1001013739;0
1001013740;19
1001013743;0
1001013745;0
1001013746;0
1001013747;0
1001013748;0
1001013749;6
1001013750;14
1001013751;20
1001013752;0
1001013753;0
1001013754;0
1001013755;0
1001013757;0
1001013758;0
1001013759;0
1001013761;0
1001013762;0
1001013763;79
1001013764;221
1001013766;0
1001014429;0
1001014430;65
1001014431;0
1001014434;0
1001014435;20
1001014436;84
1001014437;0
1001014438;0
1001014439;0
1001014441;0
1001014442;5
1001014443;28
1001014445;0
1001014448;82
1001014450;0
1001014451;0
1001014452;0
1001014455;177
1001014456;0
1001014457;12
1001014460;108
1001014461;53
1001014462;5
1001014463;237
1001014465;218
1001014466;0
1001014467;0
1001014468;0
1001014469;0
1001014471;35
1001014472;0
1001014473;75
1001014475;53
1001014477;0
1001014478;0
1001014480;0
1001014481;173
1001014482;3
1001014483;0
1001014484;0
1001014485;69
1001014487;8
1001014488;498
1001014490;15
1001014491;0
1001014494;0
1001014495;0
1001014498;70
1001014499;0
1001014500;0
1001014501;0
1001014505;0
1001014506;20
1001014509;0
1001014510;0
1001014512;0
1001014513;0
1001014514;0
1001014515;0
1001014516;1
1001014518;0
1001014519;0
1001014521;0
1001014527;8
1001111563;0
1001111564;0
1001111565;0
1001111567;53
1001111568;0
1001111571;0
1001111572;25
1001111574;16
1001111575;20
1001111576;0
1001111577;0
1001111578;0
1001111579;0
1001111581;0
1001111582;0
1001111583;0
1001111584;0
1001111585;27
1001111586;90
1001111587;35
1001111588;0
1001111590;24
1001111591;123
1001111592;0
1001111593;0
1001111594;0
1001111595;0
1001111596;0
1001111597;0
1001111598;0
1001111599;8
1001111600;65
1001111601;0
1001111602;0
1001111603;0
1001111665;0
1001112617;0
1001112618;0
1001112619;0
1001112620;0
1001112621;0
1001112622;0
1001112623;0
1001112624;0
1001112625;0
1001112626;0
1001112627;0
1001112628;0
1001112629;0
1001112634;0
1001112635;0
1001112638;0
1001112639;81
1001112640;0
1001112641;0
1001112642;82
1001112643;0
1001112644;18
1001112645;0
1001112646;0
1001112647;0
1001112648;0
1001112649;0
1001112650;63
1001112651;74
1001112653;190
1001112654;0
1001112655;0
1001112656;0
1001112659;101
1001112661;0
1001112662;0
1001112663;0
1001112664;0
1001112665;15
1001112666;0
1001112667;0
1001112669;0
1001112671;16
1001112672;130
1001112673;27
1001112674;37
1001112675;0
1001112676;0
1001112677;0
1001112678;0
1001112680;12
1001112681;76
1001112682;0
1001112685;50
1001112686;66
1001112687;0
1001112688;0
1001112689;9
1001112691;0
1001112692;4
1001112693;0
1001112697;0
1001112698;0
1001112699;214
1001112700;0
1001112701;0
1001112702;0
1001112703;2
1001112704;0
1001112705;7
1001112706;0
1001112866;0
1001112867;0
1001112868;334
1001112869;359
1001112870;0
1001112871;63
1001112877;0
1001112892;0
1001113768;0
1001113769;0
1001113774;0
1001113775;0
1001113776;0
1001113777;0
1001113779;0
1001113780;65
1001113781;0
1001113782;0
1001113783;0
1001113786;38
1001113787;164
1001113788;0
1001113789;0
1001113791;0
1001113792;18
1001113795;20
1001113796;0
1001113797;25
1001113799;0
1001113800;57
1001113801;46
1001113803;0
1001113804;126
1001113805;0
1001113806;0
1001113808;32
1001113810;71
1001114530;0
1001114532;0
1001114533;0
1001114534;0
1001114535;46
1001114537;0
1001114539;9710
1001114540;53
1001114541;0
1001114542;78
1001114544;0
1001114546;0
1001114549;209
1001114550;0
1001114551;104
1001114552;0
1001114553;0
1001114555;0
1001114556;14
1001114558;37
1001114559;0
1001114561;0
1001114562;29
1001114563;22
1001114565;2220
1001114567;31
1001114568;0
1001114569;4206
1001114570;0
1001114571;0
1001114572;162
1001114573;0
1001114574;0
1001114575;0
1001114576;179
1001114577;0
1001114578;0
1001114580;0
1001114585;0
1001114587;14
1001211604;0
1001211605;0
1001211606;0
1001211607;0
1001211608;0
1001211609;0
1001211611;0
1001211612;0
1001211613;0
1001211614;0
1001211615;18
1001211616;27
1001211617;14
1001211618;0
1001211619;32
1001211620;0
1001211622;0
1001211625;0
1001211626;0
1001211627;0
1001211628;171
1001211629;0
1001211631;0
1001211632;0
1001211634;0
1001211635;0
1001211637;954
1001211638;159
1001211639;11
1001211640;0
1001211641;0
1001211642;0
1001211643;0
1001211644;0
1001211645;0
1001211647;0
1001211648;0
1001211649;0
1001211650;18
1001211652;0
1001211653;64
1001211655;16
1001211656;0
1001211657;0
1001211659;0
1001211661;0
1001211662;0
1001212707;0
1001212708;0
1001212709;0
1001212710;0
1001212711;0
1001212712;151
1001212713;206
1001212717;0
1001212718;0
1001212721;0
1001212724;84
1001212725;0
1001212726;0
1001212727;20
1001212728;0
1001212729;84
1001212730;743
1001212733;172
1001212734;66
1001212735;0
1001212736;0
1001212737;124
1001212738;164
1001212739;0
1001212740;0
1001212742;0
1001212743;36
1001212745;0
1001212748;137
1001212749;0
1001212750;0
1001212752;0
1001212755;1
1001212756;0
1001212759;0
1001212761;42
1001212762;66
1001212766;0
1001212767;0
1001212768;19
1001212769;0
1001212772;0
1001212773;39
1001212774;0
1001212775;0
1001212782;27
1001212783;97
1001212785;0
1001212786;0
1001212787;0
1001212788;0
1001212793;0
1001212794;0
1001212796;147
1001212797;25
1001212798;52
1001212799;0
1001212800;0
1001212801;0
1001212802;0
1001212805;0
1001212806;0
1001212808;0
1001212810;0
1001212811;0
1001212812;0
1001212813;201
1001212814;0
1001212815;0
1001212816;0
1001212817;0
1001212818;0
1001212822;0
1001212824;0
1001212826;0
1001212872;57
1001212874;9
1001212878;0
1001212886;33
1001213813;0
1001213814;0
1001213815;0
1001213817;274
1001213818;121
1001213823;0
1001213824;5
1001213825;6
1001213826;0
1001213827;0
1001213828;0
1001213829;0
1001213830;0
1001213831;0
1001213833;0
1001213834;0
1001213835;128
1001213836;115
1001213837;0
1001213839;0
1001213840;74
1001213842;0
1001213844;0
1001213845;45
1001213846;0
1001213847;13
1001213848;0
1001213849;14
1001213850;0
1001213851;0
1001213853;0
1001213855;774
1001213856;0
1001213858;3
1001213861;0
1001213862;4
1001213864;382
1001214590;0
1001214591;4
1001214592;0
1001214593;0
1001214595;0
1001214596;0
1001214598;58
1001214599;0
1001214600;15
1001214601;96
1001214603;17
1001214604;0
1001214605;0
1001214606;0
1001214608;17
1001214609;0
1001214610;4
1001214611;0
1001214612;172
1001214615;0
1001214616;0
1001214619;0
1001214620;252
1001214621;0
1001214623;0
1001214627;118
1001214633;248
1010102103;17
1010111101;0
1010111102;0
1010111103;0
1010111104;0
1010111105;290
1010111106;0
1010111107;0
1010111108;0
1010111109;0
1010111110;0
1010111111;154
1010111112;0
1010111113;0
1010111114;0
1010111115;21
1010111116;0
1010111117;0
1010111118;0
1010111119;0
1010111120;18
1010111121;0
1010111122;4817
1010111123;0
1010111124;0
1010111125;0
1010111126;0
1010111127;0
1010111128;0
1010111129;51
1010111130;0
1010111131;37
1010111132;0
1010111133;0
1010111134;0
1010111135;0
1010111136;13
1010111137;0
1010111138;93
1010111139;26
1010111140;0
1010111141;0
1010111142;0
1010111143;0
1010111144;51
1010111145;0
1010111146;0
1010111147;58
1010111148;0
1010111149;11
1010111150;16
1010111151;36
1010111152;0
1010111153;22
1010111154;0
1010111155;57
1010111156;0
1010111157;0
1010111158;0
1010111159;0
1010111160;0
1010111161;0
1010111162;94
1010111163;0
1010111164;0
1010111165;0
1010111166;1002
1010111167;0
1010111168;0
1010111169;0
1010111170;292
1010111171;0
1010111172;0
1010111173;0
1010111174;0
1010111175;38
1010111176;0
1010111177;47
1010111178;0
1010111179;0
1010111182;0
1010111183;73
1010111184;0
1010111185;8
1010111186;0
1010111187;0
1010111188;0
1010111189;25
1010111190;0
1010111191;22
1010111192;0
1010111193;0
1010111194;0
1010111195;0
1010111196;0
1010111197;0
1010111198;0
1010111199;0
1010111200;16
1010111201;0
1010111202;112
1010111203;0
1010111204;0
1010111283;0
1010111662;0
1010111663;0
1010111664;0
1010111665;0
1010111666;0
1010111667;0
1010111668;0
1010111670;43
1010111671;7
1010111672;657
1010111673;0
1010111674;0
1010111675;0
1010111676;4
1010111677;5
1010111678;0
1010111679;0
1010111680;52
1010111681;0
1010111682;0
1010111684;0
1010111685;0
1010111686;0
1010112102;0
1010112103;0
1010112104;33
1010112105;0
1010112106;0
1010112107;0
1010112108;0
1010112110;86
1010112111;0
1010112113;0
1010112114;0
1010112115;0
1010112116;0
1010112117;0
1010112118;0
1010112119;11
1010112120;0
1010112121;0
1010112122;0
1010112124;147
1010112125;4
1010112126;0
1010112127;0
1010112128;0
1010112129;0
1010112130;0
1010112131;0
1010112609;0
1010112610;0
1010112621;22
1010112629;0
1010112630;0
1010112643;0
1010112658;0
1010112662;40
1010112663;1
1010112669;26
1010112677;0
1010112682;0
1010112757;0
1010112758;85
1010112759;0
1010112760;35
1010112829;18
1010112911;0
1010113101;0
1010113102;0
1010113103;1
1010113105;0
1010113106;0
1010113107;0
1010113109;0
1010113110;0
1010113111;0
1010113112;10
1010113113;0
1010113114;0
1010113115;33
1010113116;0
1010113117;4
1010113118;0
1010113119;138
1010113120;7
1010113121;324
1010113124;0
1010113126;0
1010113127;0
1010113128;0
1010113129;288
1010113130;0
1010113132;0
1010113133;0
1010113134;30
1010113135;0
1010113136;0
1010113137;4
1010113138;35
1010113139;10
1010113140;0
1010113141;170
1010113142;26
1010113144;130
1010113145;0
1010113146;0
1010113147;0
1010113148;0
1010113149;0
1010113150;0
1010113151;0
1010114101;0
1010114103;0
1010114105;19
1010114106;8
1010114107;0
1010114108;0
1010114109;65
1010114110;0
1010114111;0
1010114112;0
1010114113;0
1010114115;18
1010114117;0
1010114118;960
1010114119;0
1010114121;0
1010114124;3
1010114125;599
1010114126;0
1010114128;0
1010115101;0
1010115102;124
1010115103;8
1010115105;3
1010115109;0
1010115110;2185
1010115111;1039
1010115113;9
1010115116;43
1010115117;24
1010115118;0
1010115119;242
1010115120;0
1010211101;0
1010211102;0
1010211103;0
1010211107;0
1010211108;0
1010211109;0
1010211111;0
1010211113;0
1010211114;0
1010211115;0
1010211116;0
1010211117;0
1010211120;0
1010211121;0
1010211122;0
1010211124;544
1010211127;0
1010211128;0
1010211129;48
1010211130;0
1010211131;14
1010211132;0
1010211133;21
1010211134;17
1010211135;0
1010211136;0
1010211137;0
1010211138;0
1010211139;0
1010211140;0
1010211141;0
1010211143;0
1010211144;0
1010211145;0
1010211146;22
1010211147;0
1010211148;0
1010211149;0
1010211150;293
1010211151;0
1010211152;0
1010211153;195
1010211154;0
1010211155;0
1010211158;0
1010211161;0
1010211162;0
1010211163;0
1010211164;0
1010211165;2
1010211166;0
1010211168;61
1010211169;52
1010211170;0
1010211174;0
1010211177;5
1010211178;0
1010211179;0
1010211184;0
1010211185;0
1010211187;120
1010211188;0
1010211189;0
1010211190;0
1010211191;0
1010211199;0
1010211200;19
1010211201;0
1010211202;0
1010211203;0
1010211204;0
1010211205;0
1010211206;0
1010211207;0
1010211208;1528325
1010211209;0
1010211211;0
1010211213;0
1010211214;0
1010211215;0
1010211216;0
1010211217;0
1010211218;0
1010211219;0
1010211220;20
1010211222;0
1010211223;0
1010211224;0
1010211225;0
1010211226;7
1010211227;0
1010211228;0
1010211229;0
1010211230;127
1010211231;0
1010211232;0
1010211233;0
1010211234;0
1010211235;0
1010211236;0
1010211237;0
1010211238;34
1010211239;0
1010211240;3033
1010211241;0
1010211243;0
1010211270;0
1010211271;0
1010211273;0
1010211280;0
1010211281;4
1010211287;1012
1010211288;0
1010211289;138
1010211290;0
1010211291;0
1010211292;0
1010211293;125
1010211294;8
1010211295;1913
1010211296;0
1010211297;0
1010211298;0
1010211299;0
1010211303;0
1010211320;0
1010211321;0
1010211322;80
1010211323;0
1010211324;34
1010211334;0
1010211335;0
1010211440;0
1010211543;0
1010211563;0
1010211609;7
1010211622;56
1010211669;0
1010211696;66
1010212132;0
1010212137;0
1010212138;92
1010212140;30
1010212142;0
1010212143;10
1010212144;20
1010212145;0
1010212146;0
1010212147;0
1010212148;315
1010212149;0
1010212150;0
1010212151;0
1010212152;71
1010212153;23
1010212155;36
1010212156;0
1010212157;24
1010212158;0
1010212159;0
1010212160;0
1010212164;109
1010212165;0
1010212583;31
1010212624;35
1010212636;24
1010212646;0
1010212651;0
1010212664;0
1010212667;0
1010212670;35
1010212681;0
1010212685;0
1010212707;0
1010212709;0
1010212715;8
1010212717;0
1010212734;0
1010212739;0
1010212742;100
1010212749;0
1010212752;9
1010212761;0
1010212762;40
1010212763;0
1010212764;0
1010212765;0
1010212766;0
1010212767;0
1010212768;39
1010212769;0
1010212771;0
1010212772;39
1010212773;0
1010212774;0
1010212775;0
1010212777;6
1010212778;0
1010212779;11
1010212780;0
1010212782;2
1010212783;0
1010212927;0
1010213152;0
1010213153;0
1010213154;8
1010213155;0
1010213156;389
1010213157;0
1010213160;0
1010213162;0
1010213164;0
1010213165;0
1010213166;0
1010213167;0
1010213168;0
1010213169;35
1010213170;5
1010213171;11
1010213172;0
1010213175;54
1010213176;0
1010213177;0
1010213180;0
1010213183;0
1010214129;0
1010214130;0
1010214135;0
1010214136;0
1010214138;9
1010214142;0
1010214143;0
1010214144;26
1010215121;33
1010215123;0
1010215124;36
1010215125;0
1010215127;2
1010215128;0
1010215129;0
1010215131;19
1010215133;54
1010311244;0
1010311245;0
1010311246;0
1010311247;0
1010311249;0
1010311250;3777
1010311251;0
1010311252;0
1010311253;0
1010311254;0
1010311255;9
1010311256;0
1010311257;0
1010311258;0
1010311259;10
1010311260;21
1010311261;0
1010311262;0
1010311263;26
1010311264;0
1010311266;0
1010311267;0
1010311268;0
1010311300;0
1010311301;0
1010311302;0
1010311304;0
1010311305;0
1010311697;0
1010311698;0
1010311699;8
1010311700;0
1010311701;0
1010311702;0
1010311703;205
1010311704;0
1010311706;0
1010311707;0
1010311709;0
1010311710;0
1010311711;0
1010312166;0
1010312167;0
1010312168;0
1010312169;24
1010312170;0
1010312171;0
1010312173;38
1010312174;0
1010312175;27
1010312176;0
1010312177;97
1010312178;0
1010312180;6
1010312181;0
1010312182;0
1010312184;0
1010312185;0
1010312187;11
1010312188;7
1010312190;6
1010312191;0
1010312192;1001
1010312193;0
1010312194;0
1010312195;3
1010312196;18
1010312197;0
1010312199;0
1010312200;0
1010312201;76
1010312574;0
1010312611;0
1010312617;79
1010312622;0
1010312628;3
1010312642;0
1010312647;0
1010312653;0
1010312688;0
1010312691;0
1010312700;0
1010312705;0
1010312719;0
1010312722;0
1010312727;0
1010312730;0
1010312738;0
1010312740;0
1010312753;7
1010312785;58
1010312787;0
1010312788;0
1010312790;0
1010312791;5
1010312792;0
1010312793;251
1010312813;0
1010312929;0
1010313184;0
1010313185;0
1010313186;0
1010313188;5
1010313189;0
1010313191;28
1010313192;6
1010313194;0
1010313195;0
1010313196;0
1010313197;36
1010313200;0
1010313201;38
1010313202;53
1010313210;0
1010313211;69
1010313212;0
1010313213;0
1010313214;0
1010313215;0
1010313216;0
1010313217;0
1010313218;0
1010313220;0
1010313221;0
1010313224;79
1010313225;0
1010313226;320
1010313227;0
1010313228;0
1010313229;76
1010313230;9
1010313232;0
1010314148;0
1010314150;0
1010314153;30
1010314154;0
1010314155;38
1010314156;18
1010314157;0
1010314160;5
1010314164;429
1010315137;35
1010315143;171
1010315145;0
1010315147;0
1010315148;23
1010315149;39
1010315150;0
1010315152;5
1010315154;0
1010315157;1
1010315158;22
1010315159;0
1010411307;0
1010411308;59
1010411309;0
1010411310;51
1010411312;0
1010411313;0
1010411314;0
1010411315;0
1010411316;48
1010411317;0
1010411318;0
1010411325;0
1010411326;0
1010411327;0
1010411328;9
1010411332;0
1010411333;0
1010411336;0
1010411689;24
1010412202;0
1010412204;0
1010412207;38
1010412210;22
1010412211;0
1010412212;0
1010412213;0
1010412214;0
1010412216;0
1010412217;0
1010412218;0
1010412219;3
1010412225;0
1010412227;0
1010412228;0
1010412229;0
1010412230;679
1010412654;0
1010412673;39
1010412689;0
1010412694;7
1010412695;0
1010412729;0
1010412737;0
1010412741;0
1010412743;0
1010412747;3
1010412795;0
1010412796;0
1010412797;0
1010412798;0
1010412799;7
1010412801;0
1010412802;0
1010412914;0
1010412915;0
1010412928;0
1010413234;0
1010413235;66
1010413236;164
1010413237;0
1010413238;16
1010413239;0
1010413240;0
1010413241;0
1010413242;114
1010413245;0
1010413246;0
1010413249;0
1010413251;0
1010413252;1
1010413253;0
1010413254;65
1010413255;0
1010413257;0
1010413259;263
1010413260;0
1010413261;0
1010413262;0
1010413263;250
1010413296;0
1010414165;27
1010414167;0
1010414169;0
1010414170;23
1010414173;235
1010414174;0
1010414175;0
1010414177;0
1010414179;0
1010414181;0
1010414182;0
1010414487;35
1010415165;11
1010511338;0
1010511339;0
1010511341;12
1010511342;31
1010511344;33
1010511345;0
1010511346;0
1010511347;0
1010511348;199
1010511349;0
1010511350;0
1010511351;0
1010511352;0
1010511353;0
1010511354;0
1010511356;0
1010511357;0
1010511360;0
1010511361;0
1010511362;0
1010511363;0
1010511365;35
1010511366;1071899
1010511368;0
1010511370;0
1010511371;0
1010511374;0
1010511376;0
1010511690;0
1010511691;26
1010511712;0
1010511713;50
1010511714;0
1010511715;0
1010511716;0
1010511717;1002
1010511719;0
1010512231;74
1010512232;0
1010512233;0
1010512234;0
1010512235;0
1010512236;0
1010512238;0
1010512239;66
1010512240;0
1010512242;0
1010512243;13
1010512244;12
1010512246;0
1010512248;0
1010512249;0
1010512251;0
1010512252;0
1010512253;0
1010512254;96
1010512255;0
1010512257;0
1010512258;0
1010512261;0
1010512262;0
1010512264;0
1010512265;0
1010512266;0
1010512267;0
1010512268;0
1010512375;0
1010512376;0
1010512377;0
1010512433;0
1010512434;0
1010512748;0
1010512803;0
1010512804;39
1010512805;0
1010512808;0
1010512809;0
1010512810;0
1010512811;0
1010512814;0
1010512815;24
1010512816;0
1010512818;6
1010512903;10
1010512904;0
1010512905;79
1010512918;0
1010512919;0
1010512920;0
1010513266;2
1010513269;0
1010513270;38
1010513272;0
1010513274;0
1010513275;0
1010513276;0
1010513277;0
1010513278;13
1010513279;0
1010513282;3
1010513284;0
1010513285;0
1010513287;0
1010513288;4
1010513289;0
1010513291;0
1010513292;0
1010513293;0
1010513294;0
1010513295;0
1010513297;1843
1010513298;0
1010513299;0
1010513576;23
1010514183;0
1010514186;0
1010514188;0
1010515172;723
1010515174;7
1010515179;175
1010515189;45
1010611377;0
1010611378;3
1010611380;0
1010611381;0
1010611382;0
1010611383;0
1010611384;0
1010611385;0
1010611386;0
1010611387;0
1010611388;0
1010611389;31
1010611392;0
1010611393;0
1010611394;0
1010611396;0
1010611397;0
1010611398;0
1010611409;0
1010611413;0
1010611688;35
1010611720;0
1010611721;77
1010611722;193
1010611723;0
1010611725;0
1010611726;0
1010611727;0
1010611728;0
1010611729;0
1010611730;0
1010611731;0
1010611732;0
1010611733;0
1010611734;4
1010611735;0
1010611736;0
1010611737;110
1010611738;0
1010611740;0
1010611741;0
1010611742;0
1010611743;0
1010611744;0
1010611745;0
1010611746;0
1010611747;0
1010611748;0
1010612270;24
1010612271;5
1010612272;73
1010612273;6
1010612275;0
1010612276;0
1010612277;22
1010612278;1
1010612279;0
1010612281;0
1010612282;0
1010612283;0
1010612284;6
1010612286;0
1010612287;0
1010612290;16
1010612291;0
1010612292;0
1010612293;0
1010612296;0
1010612297;0
1010612299;0
1010612421;0
1010612422;0
1010612692;0
1010612701;0
1010612751;0
1010612831;0
1010612832;14
1010612856;0
1010612898;0
1010612916;0
1010612917;0
1010612922;717
1010613300;18
1010613301;0
1010613303;174
1010613305;0
1010613306;974
1010613307;0
1010613308;0
1010613309;0
1010613311;0
1010613312;0
1010613313;27
1010613315;0
1010613317;0
1010613318;0
1010613321;30
1010613324;0
1010613575;0
1010613578;0
1010614189;116
1010614190;0
1010614191;0
1010614192;0
1010614193;906
1010614194;257
1010614195;10
1010614197;21
1010614200;0
1010614201;0
1010711399;42
1010711400;18
1010711401;0
1010711402;0
1010711405;0
1010711406;0
1010711407;0
1010711408;0
1010711410;181
1010711412;0
1010711414;0
1010711415;116
1010711416;0
1010711417;0
1010711418;0
1010711419;0
1010711420;0
1010711423;14
1010711424;0
1010711428;0
1010711429;0
1010711693;0
1010711694;0
1010711695;153
1010711750;0
1010712300;0
1010712301;0
1010712302;0
1010712303;26
1010712304;0
1010712305;0
1010712306;0
1010712307;0
1010712308;0
1010712309;0
1010712310;0
1010712311;0
1010712312;0
1010712313;0
1010712315;0
1010712318;20
1010712320;107
1010712321;0
1010712323;0
1010712324;16
1010712325;0
1010712326;84
1010712329;25
1010712330;0
1010712331;0
1010712332;9
1010712333;0
1010712334;0
1010712337;0
1010712338;0
1010712339;0
1010712341;16
1010712342;0
1010712344;0
1010712346;0
1010712382;0
1010712383;0
1010712424;0
1010712678;0
1010712690;0
1010712706;30
1010712718;0
1010712820;11
1010712821;0
1010712822;0
1010712823;0
1010712824;0
1010712825;33
1010712826;0
1010712827;0
1010712833;125
1010712834;0
1010712835;0
1010712837;0
1010712838;35
1010712839;0
1010712840;0
1010712841;0
1010712842;0
1010712844;0
1010712845;18
1010712846;0
1010712847;0
1010712848;0
1010712849;0
1010712850;0
1010712851;0
1010712852;0
1010712853;47
1010712858;0
1010712897;0
1010712899;4
1010712900;0
1010712901;0
1010712902;0
1010713326;0
1010713327;0
1010713328;0
1010713329;50
1010713330;0
1010713331;0
1010713333;0
1010713334;0
1010713335;0
1010713336;0
1010713337;0
1010713338;1
1010713339;20
1010713340;0
1010713341;18
1010713342;105
1010713343;330
1010713344;0
1010713345;0
1010713346;0
1010713347;0
1010713348;0
1010713349;0
1010713350;0
1010713351;0
1010713352;24
1010713353;0
1010713354;0
1010713355;0
1010713356;2
1010713357;0
1010713358;0
1010713359;0
1010713360;0
1010713361;0
1010713362;0
1010713363;0
1010713364;0
1010713365;0
1010713366;0
1010713367;0
1010713368;0
1010713369;0
1010713370;0
1010713372;37
1010713373;0
1010713374;0
1010713376;0
1010713377;0
1010713378;27
1010713379;0
1010713380;6
1010714202;0
1010714203;0
1010714204;41
1010714206;63
1010714207;14
1010714210;0
1010714211;40
1010714212;0
1010714213;0
1010714214;0
1010714215;0
1010714216;0
1010714218;0
1010714219;12046
1010811431;62
1010811432;0
1010811433;0
1010811434;0
1010811435;0
1010811436;0
1010811437;15
1010811438;0
1010811441;35
1010811442;0
1010811443;0
1010811444;0
1010811445;0
1010811446;9
1010811447;0
1010811448;0
1010811449;0
1010811450;0
1010811451;0
1010811452;0
1010811453;0
1010811454;34
1010811455;0
1010811456;0
1010811457;0
1010811458;0
1010811459;0
1010811462;0
1010811463;0
1010811650;0
1010811651;262
1010811652;21
1010811653;0
1010811654;0
1010812345;0
1010812347;34
1010812348;272
1010812349;0
1010812351;21
1010812354;0
1010812355;0
1010812356;0
1010812357;0
1010812358;440
1010812359;0
1010812360;0
1010812361;0
1010812362;0
1010812363;0
1010812366;0
1010812367;0
1010812369;0
1010812370;0
1010812371;0
1010812372;0
1010812373;10
1010812374;0
1010812378;0
1010812379;0
1010812381;76
1010812384;0
1010812386;0
1010812387;26
1010812388;0
1010812389;1
1010812390;0
1010812391;500
1010812392;0
1010812394;0
1010812396;456
1010812397;0
1010812400;19
1010812402;0
1010812843;0
1010812854;0
1010812859;103
1010812861;0
1010812862;0
1010812865;0
1010812866;0
1010812887;13
1010812908;0
1010812909;0
1010813382;0
1010813383;0
1010813384;0
1010813385;6
1010813386;0
1010813387;9
1010813388;0
1010813389;0
1010813390;17
1010813391;0
1010813392;0
1010813393;0
1010813395;0
1010813396;0
1010813398;0
1010813399;0
1010813400;0
1010813401;0
1010813402;0
1010813403;8
1010813406;0
1010813407;0
1010813408;0
1010813410;0
1010813411;140
1010813412;122
1010813413;0
1010813414;0
1010813415;0
1010813416;8
1010813417;0
1010813418;9
1010813419;0
1010813457;0
1010814222;0
1010814226;10
1010814227;0
1010814228;0
1010814229;0
1010814230;0
1010814231;0
1010814233;0
1010814234;0
1010814235;0
1010814236;6
1010814238;29
1010814239;0
1010814240;0
1010814241;0
1010814242;0
1010814243;0
1010814244;32
1010814246;0
1010910001;311
1010910002;0
1010910003;0
1010910004;0
1010910005;0
1010910006;0
1010910007;19
1010910008;4
1010910009;0
1010910010;0
1010910011;1
1010910012;0
1010910013;20
1010910014;0
1010910015;0
1010910017;0
1010910018;0
1010910020;14
1010910021;0
1010910022;0
1010910023;0
1010910024;0
1010910025;0
1010910026;2
1010910027;13
1010910028;23
1010910029;0
1010910030;0
1010910031;0
1010910032;29
1010910033;0
1010910034;0
1010910035;15
1010910036;0
1010910037;21
1010910038;0
1010910039;0
1010910040;0
1010910041;0
1010910042;0
1010910043;0
1010910044;0
1010910045;0
1010910047;0
1010910048;0
1010910049;0
1010910050;0
1010910051;0
1010910052;0
1010910053;8
1010910054;0
1010910055;0
1010910056;0
1010910057;0
1010910058;0
1010910059;0
1010910060;24
1010910061;0
1010910062;164
1010910063;0
1010910064;0
1010910065;0
1010910066;0
1010910067;0
1010910068;0
1010910069;0
1010910070;2
1010910071;0
1010910072;0
1010910073;10
1010910074;0
1010910075;0
1010910076;0
1010910077;0
1010910078;0
1010910079;0
1010910080;0
1010910081;0
1010910082;0
1010910083;0
1010910084;42
1010910085;0
1010910086;0
1010910087;0
1010910088;0
1010910089;0
1010910090;0
1010910091;40
1010910092;0
1010910093;0
1010910094;141
1010910095;0
1010910096;0
1010910097;0
1010910098;44
1010910099;0
1010910100;0
1010910101;210
1010910102;0
1010910103;0
1010910104;0
1010910105;0
1010910106;0
1010910107;0
1010910108;0
1010910109;0
1010910110;0
1010910111;0
1010910112;0
1010910113;0
1010910114;1086
1010910115;0
1010910116;0
1010910117;0
1010910118;0
1010910119;0
1010910120;0
1010910121;0
1010910122;0
1010910123;0
1010910125;0
1010910126;2
1010910127;13
1010910128;0
1010910129;0
1010910130;0
1010910132;0
1010910133;0
1010910134;36
1010910135;0
1010910136;0
1010910137;0
1010910138;0
1010910139;0
1010910140;0
1010910141;113
1010910142;0
1010910143;0
1010910144;85
1010910145;0
1010910146;0
1010910147;0
1010910148;0
1010910149;0
